23032, 1893
23033, 1892
23034, 1892
23036, 1892
23037, 1892
23038, 1892
23040, 1892
23041, 1892
23042, 1892
23044, 1891
23045, 1891
23046, 1891
23047, 1891
23048, 1890
23049, 1890
23050, 1890
23052, 1890
23053, 1889
23054, 1888
23055, 1888
23056, 1888
23057, 1887
23058, 1887
23060, 1886
23061, 1886
23062, 1885
23063, 1884
23064, 1883
23065, 1882
23066, 1882
23068, 1881
23069, 1880
23070, 1880
23071, 1878
23072, 1877
23073, 1876
23074, 1875
23076, 1874
23077, 1872
23078, 1870
23079, 1869
23080, 1867
23081, 1866
23084, 1864
23085, 1861
23086, 1859
23087, 1858
23088, 1856
23089, 1854
23091, 1852
23092, 1850
23093, 1847
23094, 1844
23095, 1842
23096, 1840
23098, 1837
23099, 1834
23100, 1831
23101, 1829
23102, 1826
23103, 1823
23105, 1819
23106, 1815
23107, 1812
23108, 1808
23109, 1805
23111, 1801
23112, 1796
23113, 1791
23114, 1788
23115, 1783
23117, 1779
23118, 1773
23119, 1767
23120, 1763
23121, 1758
23123, 1753
23124, 1746
23126, 1739
23127, 1732
23129, 1726
23130, 1718
23131, 1712
23132, 1706
23134, 1699
23135, 1691
23136, 1685
23137, 1679
23139, 1670
23140, 1662
23141, 1654
23142, 1646
23144, 1637
23145, 1631
23146, 1623
23148, 1616
23149, 1608
23150, 1601
23151, 1593
23153, 1585
23154, 1577
23155, 1569
23157, 1562
23158, 1552
23159, 1544
23160, 1536
23162, 1526
23163, 1519
23164, 1510
23166, 1499
23168, 1490
23169, 1481
23171, 1471
23172, 1463
23173, 1453
23175, 1444
23176, 1432
23177, 1422
23179, 1414
23180, 1403
23181, 1393
23183, 1385
23184, 1374
23185, 1366
23187, 1358
23188, 1348
23189, 1339
23191, 1331
23192, 1321
23193, 1311
23195, 1303
23196, 1291
23197, 1282
23199, 1274
23200, 1260
23201, 1251
23203, 1242
23204, 1230
23205, 1220
23207, 1210
23208, 1199
23209, 1191
23212, 1177
23213, 1167
23214, 1159
23216, 1151
23217, 1140
23218, 1131
23220, 1124
23221, 1114
23222, 1106
23224, 1096
23225, 1087
23226, 1076
23228, 1062
23229, 1050
23231, 1042
23232, 1032
23233, 1020
23235, 1009
23236, 998
23237, 992
23239, 981
23240, 970
23241, 963
23242, 956
23244, 945
23245, 937
23246, 929
23248, 919
23249, 910
23250, 901
23251, 892
23254, 883
23255, 872
23256, 862
23257, 854
23259, 848
23260, 837
23261, 830
23263, 822
23264, 810
23265, 799
23267, 789
23268, 778
23269, 770
23270, 762
23272, 751
23273, 743
23274, 734
23276, 725
23277, 716
23278, 710
23279, 702
23281, 695
23282, 684
23283, 677
23284, 667
23286, 660
23287, 651
23288, 642
23290, 633
23291, 622
23292, 616
23293, 607
23296, 596
23297, 590
23298, 583
23300, 574
23301, 566
23302, 558
23303, 550
23305, 544
23306, 536
23307, 529
23308, 523
23310, 514
23311, 506
23312, 497
23314, 490
23315, 482
23316, 473
23317, 467
23319, 461
23320, 453
23321, 446
23322, 440
23324, 433
23325, 425
23326, 417
23328, 410
23329, 402
23330, 395
23331, 389
23333, 383
23334, 376
23335, 369
23336, 363
23339, 357
23340, 349
23341, 341
23342, 336
23344, 329
23345, 321
23346, 314
23348, 308
23349, 301
23350, 296
23352, 289
23353, 281
23354, 273
23355, 267
23357, 259
23358, 253
23359, 246
23361, 240
23362, 232
23363, 227
23365, 221
23366, 213
23367, 208
23369, 202
23370, 195
23371, 189
23372, 184
23374, 178
23375, 172
23376, 167
23377, 162
23379, 158
23380, 152
23382, 147
23384, 140
23385, 134
23386, 128
23388, 122
23389, 115
23390, 110
23391, 104
23393, 97
23394, 92
23395, 88
23396, 83
23398, 78
23399, 73
23400, 69
23401, 65
23402, 60
23404, 56
23405, 53
23406, 50
23407, 46
23408, 44
23410, 40
23411, 36
23412, 33
23413, 30
23414, 28
