23415, 25
23417, 22
23418, 19
23419, 16
23420, 13
23421, 11
23422, 9
23424, 6
23426, 4
23427, 0
23428, -2
23429, -4
23430, -5
23431, -7
23432, -9
23433, -11
23434, -12
23435, -13
23437, -15
23438, -17
23439, -17
23440, -18
23441, -20
23442, -20
23443, -21
23444, -22
23445, -22
23446, -23
23447, -23
23448, -24
23449, -24
23451, -24
23452, -24
23453, -24
23454, -24
23455, -24
23456, -24
23457, -24
23458, -23
23459, -23
23460, -22
23461, -22
23462, -22
23463, -21
23464, -21
23465, -21
23467, -20
23468, -20
23469, -19
23470, -19
23471, -18
23472, -18
23473, -17
23474, -17
23476, -16
23477, -16
23478, -15
23479, -15
23480, -15
23481, -14
23482, -14
23483, -13
23484, -13
23485, -12
23486, -12
23487, -12
23488, -11
23489, -10
23490, -10
23491, -9
23492, -9
23493, -9
23494, -8
23495, -7
23496, -7
23497, -7
23498, -6
23499, -6
23500, -6
23501, -6
23502, -6
23503, -5
23504, -5
23505, -4
23506, -4
23507, -3
23508, -3
23511, -3
23512, -2
23513, -2
23514, -1
23515, -1
23516, -1
23517, 0
23518, 0
23519, 0
23520, 0
23520, 0
23521, 1
23522, 1
23523, 1
23524, 1
23525, 2
23526, 2
23527, 2
23528, 3
23529, 3
23530, 3
23531, 3
23532, 3
23533, 4
23534, 4
23535, 4
23536, 4
23537, 4
23538, 5
23539, 4
23540, 5
23541, 5
23542, 5
23543, 5
23544, 5
23545, 5
23546, 5
23547, 5
23548, 5
23549, 5
23550, 5
23552, 5
23553, 5
23554, 5
23555, 5
23556, 5
23557, 4
23558, 4
23558, 4
23559, 4
23560, 4
23561, 4
23562, 4
23563, 4
23564, 4
23565, 4
23566, 4
23567, 3
23568, 3
23569, 3
23570, 3
23571, 3
23572, 3
23573, 3
23574, 3
23575, 2
23576, 2
23577, 2
23578, 2
23579, 2
23580, 2
23581, 2
23582, 1
23583, 1
23584, 1
23585, 1
23586, 1
23587, 1
23588, 1
23589, 1
23590, 1
23591, 1
23592, 1
23593, 1
23593, 1
23595, 1
23596, 0
23597, 0
23598, 0
23599, 0
23600, 0
23601, 0
23602, 0
23603, 0
23604, 0
23605, 0
23606, 0
23607, 0
23608, 0
23609, 0
23610, 0
23611, 0
23612, 0
23613, 0
23614, 0
23615, 0
23616, 0
23617, 0
23618, 0
23619, 0
23620, 0
23621, 0
23621, 0
23622, 0
23623, 0
23624, 0
23625, 0
23626, 0
23627, 0
23628, 0
23629, 0
23630, 0
23631, 0
23632, 0
23633, 0
23634, 0
23635, 0
23636, 0
23638, 0
23639, 0
23640, 0
23641, 0
23642, 0
23643, 0
23644, 0
23645, 0
23646, 0
23646, 0
23647, 0
23648, 0
23649, 0
23650, 0
23651, 0
23652, 0
23653, 0
23654, 0
23655, 0
23656, 0
23657, 0
23658, 0
23659, 0
23660, 0
23661, 0
23662, 0
23663, 0
23664, 0
23665, 0
23666, 0
23667, 0
23668, 0
23669, 0
23670, 0
23671, 0
23672, 0
23673, 0
23674, 0
23675, 0
23676, 0
23676, 0
23677, 0
23678, 0
23680, 0
23681, 0
23682, 0
23683, 0
23684, 0
23685, 0
23686, 0
23687, 0
23688, 0
23689, 0
23690, 0
23691, 0
23692, 0
23693, 0
23694, 0
23695, 0
23696, 0
23697, 0
23698, 0
23699, 0
23700, 0
23701, 0
23702, 0
23702, 0
23703, 0
23704, 0
23705, 0
23706, 0
23707, 0
23708, 0
23709, 0
23710, 0
23711, 0
23712, 0
23713, 0
23714, 0
23715, 0
23716, 0
23717, 0
23718, 0
23719, 0
23720, 0
23721, 0
23723, 0
23724, 0
23725, 0
23726, 0
23727, 0
23727, 0
23728, 0
23729, 0
23730, 0
23731, 0
23732, 0
23733, 0
23734, 0
23735, 0
23736, 0
23737, 0
23738, 0
23739, 0
23740, 0
23741, 0
23742, 0
23743, 0
23744, 0
23745, 0
23746, 0
23746, 0
23747, 0
23748, 0
23749, 0
23750, 0
23751, 0
23752, 0
23753, 0
23754, 0
23755, 0
23756, 0
23757, 0
23758, 0
23759, 0
23760, 0
23761, 0
23762, 0
23763, 0
23764, 0
23766, 0
23767, 0
23768, 0
23769, 0
23770, 0
23771, 0
23772, 0
23772, 0
23773, 0
23774, 0
23775, 0
23776, 0
23777, 0
23778, 0
23779, 0
23780, 0
23781, 0
23782, 0
23783, -1
23784, 0
23785, 0
23786, 0
23787, 0
23788, 0
23789, 0
23790, 0
23791, 0
23792, 0
23793, 0
23794, 0
23795, 0
23796, 0
23797, 0
23798, 0
23799, 1
23800, 1
23801, 1
23802, 1
23803, 2
23804, 2
23804, 2
23805, 3
23806, 3
23808, 4
23809, 4
23810, 5
23811, 5
23812, 6
23813, 6
23814, 7
23815, 7
23816, 8
23817, 8
23818, 9
23819, 9
23820, 10
23821, 11
23822, 12
23823, 13
23824, 13
23825, 14
23826, 15
23827, 16
23828, 17
23829, 18
23830, 19
23831, 20
23832, 20
23833, 21
23834, 23
23835, 24
23836, 26
23838, 27
23839, 28
23840, 29
23841, 30
23842, 32
23843, 33
23844, 36
23845, 38
23846, 39
23847, 42
23848, 44
23849, 45
23851, 49
23852, 50
23853, 51
23854, 54
23855, 55
23856, 58
23857, 59
23858, 63
23859, 65
23860, 67
23861, 69
23862, 71
23863, 74
23865, 77
23866, 79
23867, 83
23868, 86
23869, 90
23870, 93
23871, 95
23872, 100
23873, 102
23874, 104
23875, 107
23876, 109
23878, 111
23879, 114
23880, 119
23881, 123
23882, 125
23883, 129
23884, 133
23885, 136
23887, 140
23888, 144
23889, 149
23890, 152
23891, 156
23892, 160
23894, 166
23895, 167
23897, 171
23898, 177
23899, 182
23900, 186
23901, 189
23902, 194
23903, 199
23905, 205
23906, 212
23907, 215
23908, 219
23909, 226
23910, 229
23912, 232
23913, 237
23914, 244
23915, 248
23916, 252
23917, 258
23919, 263
23920, 267
23921, 274
23922, 279
23923, 285
23924, 290
23925, 294
23927, 297
23928, 305
23929, 309
23930, 314
23931, 321
23933, 324
23934, 329
23936, 338
23937, 343
23938, 348
23939, 354
23941, 358
23942, 363
23943, 371
23944, 377
23945, 383
23946, 387
23948, 392
23949, 400
23950, 406
23951, 412
23952, 419
23953, 424
23955, 429
23956, 438
23957, 441
23958, 447
23959, 452
23961, 457
23962, 462
23963, 471
23964, 476
23965, 482
23966, 488
23968, 493
23969, 500
23970, 505
23971, 510
23972, 516
23974, 523
23975, 532
23976, 537
23977, 546
23979, 554
23981, 559
23982, 568
23983, 574
23984, 580
23985, 586
23987, 592
23988, 600
23989, 607
23990, 613
23991, 619
23992, 625
23994, 631
23995, 639
23996, 645
23997, 652
23998, 659
24000, 664
24001, 673
24002, 678
24003, 685
24004, 691
24006, 696
24007, 702
24008, 711
24009, 716
24010, 722
24011, 728
24013, 735
24014, 742
24015, 748
24016, 756
24018, 763
24019, 770
24020, 777
24022, 786
24023, 791
24025, 797
24026, 806
24027, 812
24028, 820
24029, 826
24031, 831
24032, 842
24033, 847
24034, 853
24035, 859
24037, 865
24038, 873
24039, 879
24040, 884
24041, 891
24042, 896
24044, 902
24045, 910
24046, 915
24047, 920
24048, 926
24050, 931
24051, 940
24052, 945
24053, 951
24054, 957
24055, 962
24057, 967
24058, 975
24059, 981
24060, 987
24061, 993
24064, 999
24065, 1010
24066, 1016
24067, 1021
24069, 1026
24070, 1035
24071, 1041
24072, 1047
24074, 1052
24075, 1060
24076, 1066
24077, 1072
24079, 1077
24080, 1085
24081, 1091
24082, 1096
24084, 1102
24085, 1111
24086, 1116
24087, 1121
24089, 1126
24090, 1134
24091, 1140
24092, 1145
24094, 1152
24095, 1160
24096, 1165
24097, 1170
24099, 1175
24100, 1183
24101, 1188
24102, 1193
24104, 1198
24105, 1205
24107, 1212
24108, 1218
24110, 1223
24111, 1231
24112, 1236
24113, 1241
24115, 1246
24116, 1253
24117, 1258
24118, 1263
24120, 1267
24121, 1275
24122, 1279
24123, 1285
24125, 1290
24126, 1297
24127, 1302
24128, 1307
24130, 1311
24131, 1318
24132, 1323
24133, 1327
24135, 1332
24136, 1339
24137, 1344
24138, 1348
24140, 1355
24141, 1360
24142, 1364
24144, 1369
24145, 1376
24146, 1381
24147, 1385
24150, 1389
24151, 1398
24152, 1402
24153, 1406
24155, 1410
24156, 1417
24157, 1421
24158, 1426
24160, 1429
24161, 1435
24162, 1439
24163, 1443
24165, 1447
24166, 1453
24167, 1457
24168, 1461
24170, 1465
24171, 1471
24172, 1475
24173, 1480
24175, 1483
24176, 1490
24177, 1494
24178, 1497
24180, 1503
24181, 1506
24182, 1510
24184, 1514
24185, 1519
24186, 1523
24187, 1527
24189, 1530
24190, 1536
24192, 1541
24193, 1546
24195, 1549
24196, 1555
24197, 1559
24198, 1563
24200, 1566
24201, 1572
24202, 1576
24203, 1579
24205, 1583
24206, 1587
24207, 1590
24208, 1593
24210, 1597
24211, 1602
24212, 1606
24213, 1609
24215, 1612
24216, 1617
24217, 1620
24218, 1623
24220, 1626
24221, 1631
24222, 1634
24223, 1637
24225, 1640
24226, 1645
24227, 1648
24228, 1651
24230, 1654
24231, 1659
24232, 1662
24233, 1665
24236, 1669
24237, 1673
24238, 1677
24239, 1680
24241, 1683
24242, 1687
24243, 1689
24244, 1692
24246, 1695
24247, 1699
24248, 1702
24249, 1705
24251, 1707
24252, 1711
24253, 1714
24254, 1716
24256, 1718
24257, 1723
24258, 1725
24259, 1728
24260, 1730
24262, 1734
24263, 1736
24264, 1738
24266, 1740
24267, 1744
24268, 1746
24269, 1748
24271, 1750
24272, 1753
24273, 1755
24274, 1757
24276, 1760
24278, 1764
24279, 1766
24280, 1768
24282, 1770
24283, 1774
24284, 1775
24285, 1778
24286, 1779
24288, 1781
24289, 1785
24290, 1786
24292, 1788
24293, 1791
24294, 1793
24295, 1794
24297, 1796
24298, 1799
24299, 1801
24300, 1803
24302, 1805
24303, 1807
24304, 1809
24305, 1811
24307, 1812
24308, 1815
24309, 1817
24311, 1818
24312, 1820
24313, 1822
24314, 1823
24316, 1825
24317, 1827
24318, 1828
24320, 1830
24322, 1832
24323, 1834
24324, 1835
24325, 1836
24327, 1838
24328, 1840
24329, 1841
24330, 1842
24331, 1843
24333, 1845
24334, 1846
24335, 1848
24336, 1849
24338, 1851
24339, 1852
24340, 1853
24341, 1854
24343, 1855
24344, 1857
24345, 1858
24346, 1859
24348, 1860
24349, 1862
24350, 1863
24352, 1864
24353, 1865
24354, 1866
24355, 1867
24357, 1868
24358, 1869
24359, 1870
24360, 1871
24363, 1872
24364, 1873
24365, 1874
24366, 1875
24368, 1875
24369, 1876
24370, 1877
24371, 1878
24372, 1879
24374, 1879
24375, 1880
24376, 1881
24377, 1882
24379, 1882
24380, 1883
24381, 1884
24382, 1884
24384, 1885
24385, 1886
24386, 1886
24387, 1887
24389, 1888
24390, 1888
24391, 1889
24392, 1889
24393, 1890
24395, 1891
24396, 1891
24397, 1892
24398, 1892
24400, 1892
24401, 1893
24402, 1893
24403, 1894
24406, 1894
24407, 1895
24408, 1895
24409, 1896
24411, 1896
24412, 1896
24413, 1897
24414, 1897
24416, 1897
24417, 1898
24418, 1898
24419, 1898
24420, 1898
24422, 1899
24423, 1899
24424, 1899
24425, 1899
24427, 1899
24428, 1900
24429, 1900
24430, 1900
24431, 1900
24433, 1900
24434, 1900
24435, 1900
24436, 1901
24437, 1901
24439, 1901
24440, 1901
24441, 1901
24442, 1901
24443, 1901
24445, 1901
24446, 1901
24448, 1901
24449, 1901
24450, 1901
24452, 1901
24453, 1901
24454, 1901
24455, 1901
24456, 1901
24457, 1901
24459, 1901
24460, 1901
24461, 1901
24462, 1901
24463, 1901
24464, 1901
24465, 1901
24467, 1901
24468, 1901
24469, 1901
24470, 1901
24471, 1901
24472, 1901
24473, 1900
24475, 1900
24476, 1900
24477, 1900
24478, 1900
24479, 1900
24480, 1900
24482, 1900
24483, 1900
24484, 1900
24485, 1900
24486, 1900
24487, 1900
24489, 1900
24491, 1900
24492, 1900
24493, 1900
24494, 1900
24496, 1900
24497, 1900
24498, 1900
24499, 1900
24500, 1900
24501, 1900
24503, 1900
24504, 1900
24505, 1900
24506, 1900
24507, 1900
24508, 1900
24510, 1900
24511, 1900
24512, 1899
24513, 1899
24514, 1899
24515, 1899
24517, 1899
24518, 1899
24519, 1899
24520, 1899
24521, 1899
24522, 1899
24524, 1899
24525, 1899
24526, 1899
24527, 1899
24528, 1899
24529, 1899
24530, 1899
24532, 1899
24534, 1900
