39927, 39928, 1880
39927, 39929, 1879
39927, 39931, 1879
39927, 39932, 1879
39927, 39934, 1879
39927, 39936, 1879
39927, 39938, 1879
39927, 39939, 1877
39927, 39941, 1877
39927, 39942, 1876
39927, 39944, 1875
39927, 39945, 1875
39927, 39947, 1874
39927, 39948, 1873
39927, 39950, 1872
39927, 39951, 1871
39927, 39953, 1869
39927, 39954, 1868
39927, 39956, 1867
39927, 39957, 1865
39927, 39959, 1864
39927, 39960, 1863
39927, 39962, 1860
39927, 39963, 1859
39927, 39965, 1856
39927, 39966, 1855
39927, 39968, 1852
39927, 39969, 1850
39927, 39971, 1848
39927, 39972, 1846
39927, 39974, 1843
39927, 39975, 1841
39927, 39977, 1838
39927, 39979, 1834
39927, 39981, 1832
39927, 39982, 1828
39927, 39984, 1825
39927, 39986, 1821
39927, 39987, 1818
39927, 39989, 1815
39927, 39990, 1810
39927, 39992, 1807
39927, 39993, 1802
39927, 39995, 1798
39927, 39996, 1793
39927, 39998, 1789
39927, 39999, 1784
39927, 40001, 1779
39927, 40002, 1774
39927, 40004, 1770
39927, 40006, 1764
39927, 40007, 1757
39927, 40009, 1752
39927, 40010, 1746
39927, 40012, 1739
39927, 40013, 1732
39927, 40015, 1727
39927, 40017, 1718
39927, 40018, 1711
39927, 40020, 1704
39927, 40022, 1694
39927, 40024, 1686
39927, 40026, 1678
39927, 40027, 1669
39927, 40029, 1662
39927, 40031, 1653
39927, 40032, 1643
39927, 40034, 1632
39927, 40036, 1621
39927, 40037, 1611
39927, 40039, 1602
39927, 40041, 1592
39927, 40042, 1581
39927, 40044, 1572
39927, 40046, 1561
39927, 40047, 1550
39927, 40049, 1541
39927, 40051, 1529
39927, 40052, 1518
39927, 40054, 1509
39927, 40056, 1497
39927, 40057, 1485
39927, 40059, 1476
39927, 40061, 1463
39927, 40062, 1451
39927, 40065, 1439
39927, 40067, 1427
39927, 40068, 1415
39927, 40070, 1404
39927, 40072, 1391
39927, 40074, 1378
39927, 40075, 1365
39927, 40077, 1354
39927, 40079, 1341
39927, 40080, 1327
39927, 40082, 1317
39927, 40084, 1305
